send_id,campaign_id,campaign_name,customer_id,channel,message,sent_date,clicked,purchased
SEND000931,CMP06,Autumn Edit,C00061,ads,Discover this season's useful upgrades.,2025-09-01,false,false
SEND000932,CMP03,Member Picks,C00744,email,Popular picks selected for you.,2025-05-16,false,false
SEND000933,CMP03,Member Picks,C00780,email,Popular picks selected for you.,2025-05-08,false,false
SEND000934,CMP07,Early Holiday,C00101,email,A head start on thoughtful gifting.,2025-11-27,false,false
SEND000935,CMP01,New Year Reset,C00856,email,Start fresh with practical favorites.,2025-01-21,false,false
SEND000936,CMP08,Holiday Highlights,C00001,ads,Explore customer favorites this holiday.,2025-12-16,false,false
SEND000937,CMP01,New Year Reset,C00208,email,Start fresh with practical favorites.,2025-02-06,false,false
SEND000938,CMP01,New Year Reset,C00115,email,Start fresh with practical favorites.,2025-01-28,false,false
SEND000939,CMP08,Holiday Highlights,C00891,ads,Explore customer favorites this holiday.,2025-11-04,true,false
SEND000940,CMP08,Holiday Highlights,C00861,ads,Explore customer favorites this holiday.,2025-11-29,false,false
SEND000941,CMP07,Early Holiday,C00292,email,A head start on thoughtful gifting.,2025-11-15,false,true
SEND000942,CMP05,Back to Routine,C00473,email,Get back into your everyday rhythm.,2025-09-09,true,false
SEND000943,CMP04,Summer Essentials,C00953,ads,Simple essentials for warmer days.,2025-06-03,false,false
SEND000944,CMP08,Holiday Highlights,C00481,ads,Explore customer favorites this holiday.,2025-12-25,false,false
SEND000945,CMP08,Holiday Highlights,C00222,ads,Explore customer favorites this holiday.,2025-11-23,false,false
SEND000946,CMP03,Member Picks,C00442,email,Popular picks selected for you.,2025-05-29,false,false
SEND000947,CMP01,New Year Reset,C00013,email,Start fresh with practical favorites.,2025-02-06,true,false
SEND000948,CMP06,Autumn Edit,C00341,ads,Discover this season's useful upgrades.,2025-09-02,false,false
SEND000949,CMP07,Early Holiday,C00222,email,A head start on thoughtful gifting.,2025-11-15,false,false
SEND000950,CMP08,Holiday Highlights,C00392,ads,Explore customer favorites this holiday.,2025-12-19,false,false
SEND000951,CMP03,Member Picks,C00929,email,Popular picks selected for you.,2025-06-30,false,false
SEND000952,CMP02,Spring Refresh,C00850,ads,Refresh your routine for spring.,2025-04-11,true,true
SEND000953,CMP03,Member Picks,C00286,email,Popular picks selected for you.,2025-06-12,false,false
SEND000954,CMP04,Summer Essentials,C00419,ads,Simple essentials for warmer days.,2025-07-31,true,false
SEND000955,CMP02,Spring Refresh,C00850,ads,Refresh your routine for spring.,2025-03-24,false,false
SEND000956,CMP01,New Year Reset,C00595,email,Start fresh with practical favorites.,2025-01-02,false,false
SEND000957,CMP05,Back to Routine,C00313,email,Get back into your everyday rhythm.,2025-09-08,false,false
SEND000958,CMP02,Spring Refresh,C00337,ads,Refresh your routine for spring.,2025-04-08,false,false
SEND000959,CMP02,Spring Refresh,C00579,ads,Refresh your routine for spring.,2025-04-25,false,false
SEND000960,CMP01,New Year Reset,C00445,email,Start fresh with practical favorites.,2025-01-02,false,false
SEND000961,CMP07,Early Holiday,C00656,email,A head start on thoughtful gifting.,2025-11-27,true,false
SEND000962,CMP02,Spring Refresh,C00881,ads,Refresh your routine for spring.,2025-03-28,false,false
SEND000963,CMP08,Holiday Highlights,C00489,ads,Explore customer favorites this holiday.,2025-12-14,false,true
SEND000964,CMP08,Holiday Highlights,C00910,ads,Explore customer favorites this holiday.,2025-11-04,true,false
SEND000965,CMP03,Member Picks,C00353,email,Popular picks selected for you.,2025-05-18,true,false
SEND000966,CMP06,Autumn Edit,C00729,ads,Discover this season's useful upgrades.,2025-10-15,false,false
SEND000967,CMP02,Spring Refresh,C00203,ads,Refresh your routine for spring.,2025-03-24,false,false
SEND000968,CMP07,Early Holiday,C00356,email,A head start on thoughtful gifting.,2025-11-06,false,false
SEND000969,CMP07,Early Holiday,C00480,email,A head start on thoughtful gifting.,2025-11-09,true,false
SEND000970,CMP04,Summer Essentials,C00355,ads,Simple essentials for warmer days.,2025-06-24,true,true
SEND000971,CMP07,Early Holiday,C00140,email,A head start on thoughtful gifting.,2025-11-08,false,false
SEND000972,CMP08,Holiday Highlights,C00454,ads,Explore customer favorites this holiday.,2025-12-15,true,false
SEND000973,CMP03,Member Picks,C00696,email,Popular picks selected for you.,2025-05-28,false,false
SEND000974,CMP05,Back to Routine,C00380,email,Get back into your everyday rhythm.,2025-08-13,false,false
SEND000975,CMP01,New Year Reset,C00536,email,Start fresh with practical favorites.,2025-01-08,false,false
SEND000976,CMP02,Spring Refresh,C00284,ads,Refresh your routine for spring.,2025-04-13,false,false
SEND000977,CMP06,Autumn Edit,C00782,ads,Discover this season's useful upgrades.,2025-09-24,false,false
SEND000978,CMP01,New Year Reset,C00371,email,Start fresh with practical favorites.,2025-02-02,false,false
SEND000979,CMP03,Member Picks,C00919,email,Popular picks selected for you.,2025-06-22,false,false
SEND000980,CMP05,Back to Routine,C00241,email,Get back into your everyday rhythm.,2025-09-14,false,false
SEND000981,CMP07,Early Holiday,C00495,email,A head start on thoughtful gifting.,2025-11-11,true,false
SEND000982,CMP06,Autumn Edit,C00229,ads,Discover this season's useful upgrades.,2025-09-02,false,false
SEND000983,CMP01,New Year Reset,C00334,email,Start fresh with practical favorites.,2025-02-27,false,false
SEND000984,CMP03,Member Picks,C00488,email,Popular picks selected for you.,2025-06-03,false,false
SEND000985,CMP04,Summer Essentials,C00185,ads,Simple essentials for warmer days.,2025-07-28,false,false
SEND000986,CMP08,Holiday Highlights,C00370,ads,Explore customer favorites this holiday.,2025-12-17,true,false
SEND000987,CMP03,Member Picks,C00137,email,Popular picks selected for you.,2025-05-27,false,false
SEND000988,CMP08,Holiday Highlights,C00419,ads,Explore customer favorites this holiday.,2025-11-24,true,false
SEND000989,CMP08,Holiday Highlights,C00652,ads,Explore customer favorites this holiday.,2025-12-18,false,false
SEND000990,CMP05,Back to Routine,C00850,email,Get back into your everyday rhythm.,2025-09-29,false,false
SEND000991,CMP07,Early Holiday,C00715,email,A head start on thoughtful gifting.,2025-11-07,true,false
SEND000992,CMP08,Holiday Highlights,C00602,ads,Explore customer favorites this holiday.,2025-11-01,false,false
SEND000993,CMP03,Member Picks,C00255,email,Popular picks selected for you.,2025-06-04,false,false
SEND000994,CMP03,Member Picks,C00722,email,Popular picks selected for you.,2025-06-11,false,false
SEND000995,CMP06,Autumn Edit,C00821,ads,Discover this season's useful upgrades.,2025-09-29,false,false
SEND000996,CMP07,Early Holiday,C00812,email,A head start on thoughtful gifting.,2025-11-09,false,false
SEND000997,CMP03,Member Picks,C00393,email,Popular picks selected for you.,2025-06-30,true,false
SEND000998,CMP05,Back to Routine,C00804,email,Get back into your everyday rhythm.,2025-09-19,false,false
SEND000999,CMP07,Early Holiday,C00603,email,A head start on thoughtful gifting.,2025-11-04,true,false
SEND001000,CMP07,Early Holiday,C00966,email,A head start on thoughtful gifting.,2025-11-02,false,false
SEND001001,CMP05,Back to Routine,C00620,email,Get back into your everyday rhythm.,2025-08-22,false,false
SEND001002,CMP03,Member Picks,C00532,email,Popular picks selected for you.,2025-06-09,false,false
SEND001003,CMP07,Early Holiday,C00749,email,A head start on thoughtful gifting.,2025-11-01,false,false
SEND001004,CMP02,Spring Refresh,C00815,ads,Refresh your routine for spring.,2025-04-18,false,true
SEND001005,CMP06,Autumn Edit,C00386,ads,Discover this season's useful upgrades.,2025-10-12,false,false
SEND001006,CMP07,Early Holiday,C00036,email,A head start on thoughtful gifting.,2025-11-20,false,false
SEND001007,CMP01,New Year Reset,C00560,email,Start fresh with practical favorites.,2025-02-13,false,false
SEND001008,CMP07,Early Holiday,C00959,email,A head start on thoughtful gifting.,2025-11-25,true,true
SEND001009,CMP05,Back to Routine,C00102,email,Get back into your everyday rhythm.,2025-09-08,false,false
SEND001010,CMP07,Early Holiday,C00251,email,A head start on thoughtful gifting.,2025-11-17,false,false
SEND001011,CMP05,Back to Routine,C00294,email,Get back into your everyday rhythm.,2025-09-20,false,false
SEND001012,CMP04,Summer Essentials,C00116,ads,Simple essentials for warmer days.,2025-06-23,false,false
SEND001013,CMP07,Early Holiday,C00875,email,A head start on thoughtful gifting.,2025-11-07,false,false
SEND001014,CMP02,Spring Refresh,C00733,ads,Refresh your routine for spring.,2025-04-13,true,false
SEND001015,CMP04,Summer Essentials,C00305,ads,Simple essentials for warmer days.,2025-06-06,false,false
SEND001016,CMP07,Early Holiday,C00982,email,A head start on thoughtful gifting.,2025-11-17,false,false
SEND001017,CMP01,New Year Reset,C00778,email,Start fresh with practical favorites.,2025-01-05,false,false
SEND001018,CMP02,Spring Refresh,C00613,ads,Refresh your routine for spring.,2025-04-15,false,false
SEND001019,CMP06,Autumn Edit,C00396,ads,Discover this season's useful upgrades.,2025-10-10,false,false
SEND001020,CMP04,Summer Essentials,C00703,ads,Simple essentials for warmer days.,2025-06-14,false,false
SEND001021,CMP05,Back to Routine,C00018,email,Get back into your everyday rhythm.,2025-08-12,false,false
SEND001022,CMP02,Spring Refresh,C00558,ads,Refresh your routine for spring.,2025-04-25,false,true
SEND001023,CMP01,New Year Reset,C00224,email,Start fresh with practical favorites.,2025-02-24,false,false
SEND001024,CMP07,Early Holiday,C00898,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND001025,CMP01,New Year Reset,C00100,email,Start fresh with practical favorites.,2025-01-02,false,false
SEND001026,CMP06,Autumn Edit,C00186,ads,Discover this season's useful upgrades.,2025-09-05,false,false
SEND001027,CMP01,New Year Reset,C00668,email,Start fresh with practical favorites.,2025-01-05,false,true
SEND001028,CMP02,Spring Refresh,C00580,ads,Refresh your routine for spring.,2025-04-23,true,false
SEND001029,CMP07,Early Holiday,C00398,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND001030,CMP03,Member Picks,C00508,email,Popular picks selected for you.,2025-06-27,true,false
SEND001031,CMP01,New Year Reset,C00713,email,Start fresh with practical favorites.,2025-01-28,false,false
SEND001032,CMP04,Summer Essentials,C00360,ads,Simple essentials for warmer days.,2025-07-01,false,false
SEND001033,CMP07,Early Holiday,C00192,email,A head start on thoughtful gifting.,2025-11-05,true,false
SEND001034,CMP07,Early Holiday,C00279,email,A head start on thoughtful gifting.,2025-11-04,true,false
SEND001035,CMP06,Autumn Edit,C00830,ads,Discover this season's useful upgrades.,2025-09-07,false,false
SEND001036,CMP01,New Year Reset,C00208,email,Start fresh with practical favorites.,2025-02-25,false,false
SEND001037,CMP01,New Year Reset,C00301,email,Start fresh with practical favorites.,2025-01-31,false,false
SEND001038,CMP07,Early Holiday,C00697,email,A head start on thoughtful gifting.,2025-11-14,false,false
SEND001039,CMP06,Autumn Edit,C00231,ads,Discover this season's useful upgrades.,2025-10-01,false,false
SEND001040,CMP01,New Year Reset,C00517,email,Start fresh with practical favorites.,2025-02-14,false,false
SEND001041,CMP07,Early Holiday,C00699,email,A head start on thoughtful gifting.,2025-11-16,true,false
SEND001042,CMP02,Spring Refresh,C00664,ads,Refresh your routine for spring.,2025-03-18,true,true
SEND001043,CMP05,Back to Routine,C00592,email,Get back into your everyday rhythm.,2025-09-19,false,false
SEND001044,CMP05,Back to Routine,C00734,email,Get back into your everyday rhythm.,2025-08-25,false,false
SEND001045,CMP01,New Year Reset,C00109,email,Start fresh with practical favorites.,2025-01-09,true,false
SEND001046,CMP01,New Year Reset,C00615,email,Start fresh with practical favorites.,2025-01-26,false,false
SEND001047,CMP01,New Year Reset,C00358,email,Start fresh with practical favorites.,2025-01-30,true,false
SEND001048,CMP07,Early Holiday,C00166,email,A head start on thoughtful gifting.,2025-11-27,false,true
SEND001049,CMP02,Spring Refresh,C00411,ads,Refresh your routine for spring.,2025-04-26,false,false
SEND001050,CMP05,Back to Routine,C00528,email,Get back into your everyday rhythm.,2025-08-13,false,false
SEND001051,CMP08,Holiday Highlights,C00762,ads,Explore customer favorites this holiday.,2025-12-21,true,false
SEND001052,CMP08,Holiday Highlights,C00994,ads,Explore customer favorites this holiday.,2025-11-06,false,false
SEND001053,CMP05,Back to Routine,C00233,email,Get back into your everyday rhythm.,2025-09-01,false,false
SEND001054,CMP08,Holiday Highlights,C00740,ads,Explore customer favorites this holiday.,2025-11-08,false,false
SEND001055,CMP02,Spring Refresh,C00224,ads,Refresh your routine for spring.,2025-04-25,false,false
SEND001056,CMP01,New Year Reset,C00985,email,Start fresh with practical favorites.,2025-01-04,false,false
SEND001057,CMP06,Autumn Edit,C00597,ads,Discover this season's useful upgrades.,2025-09-20,false,false
SEND001058,CMP08,Holiday Highlights,C00139,ads,Explore customer favorites this holiday.,2025-12-15,false,false
SEND001059,CMP01,New Year Reset,C00977,email,Start fresh with practical favorites.,2025-02-06,true,false
SEND001060,CMP05,Back to Routine,C00120,email,Get back into your everyday rhythm.,2025-09-15,false,false
SEND001061,CMP01,New Year Reset,C00429,email,Start fresh with practical favorites.,2025-01-29,false,true
SEND001062,CMP06,Autumn Edit,C00178,ads,Discover this season's useful upgrades.,2025-09-11,false,false
SEND001063,CMP05,Back to Routine,C00193,email,Get back into your everyday rhythm.,2025-09-17,false,false
SEND001064,CMP06,Autumn Edit,C00930,ads,Discover this season's useful upgrades.,2025-09-20,false,true
SEND001065,CMP04,Summer Essentials,C00398,ads,Simple essentials for warmer days.,2025-07-28,false,false
SEND001066,CMP02,Spring Refresh,C00567,ads,Refresh your routine for spring.,2025-03-29,false,false
SEND001067,CMP02,Spring Refresh,C00416,ads,Refresh your routine for spring.,2025-03-02,false,false
SEND001068,CMP07,Early Holiday,C00821,email,A head start on thoughtful gifting.,2025-11-21,false,false
SEND001069,CMP07,Early Holiday,C00063,email,A head start on thoughtful gifting.,2025-11-10,false,false
SEND001070,CMP05,Back to Routine,C00386,email,Get back into your everyday rhythm.,2025-08-30,false,false
SEND001071,CMP05,Back to Routine,C00569,email,Get back into your everyday rhythm.,2025-09-28,false,false
SEND001072,CMP05,Back to Routine,C00907,email,Get back into your everyday rhythm.,2025-08-16,false,false
SEND001073,CMP08,Holiday Highlights,C00365,ads,Explore customer favorites this holiday.,2025-12-27,false,false
SEND001074,CMP01,New Year Reset,C00123,email,Start fresh with practical favorites.,2025-01-10,false,false
SEND001075,CMP03,Member Picks,C00245,email,Popular picks selected for you.,2025-05-21,false,false
SEND001076,CMP07,Early Holiday,C00689,email,A head start on thoughtful gifting.,2025-11-11,true,true
SEND001077,CMP01,New Year Reset,C00860,email,Start fresh with practical favorites.,2025-02-19,false,false
SEND001078,CMP01,New Year Reset,C00903,email,Start fresh with practical favorites.,2025-02-24,false,false
SEND001079,CMP01,New Year Reset,C00911,email,Start fresh with practical favorites.,2025-02-16,false,false
SEND001080,CMP05,Back to Routine,C00540,email,Get back into your everyday rhythm.,2025-08-02,false,false
SEND001081,CMP03,Member Picks,C00607,email,Popular picks selected for you.,2025-06-14,true,true
SEND001082,CMP06,Autumn Edit,C00018,ads,Discover this season's useful upgrades.,2025-09-01,false,true
SEND001083,CMP08,Holiday Highlights,C00363,ads,Explore customer favorites this holiday.,2025-11-19,false,false
SEND001084,CMP07,Early Holiday,C00026,email,A head start on thoughtful gifting.,2025-11-19,false,false
SEND001085,CMP07,Early Holiday,C00466,email,A head start on thoughtful gifting.,2025-11-16,false,false
SEND001086,CMP06,Autumn Edit,C00948,ads,Discover this season's useful upgrades.,2025-10-18,false,false
SEND001087,CMP08,Holiday Highlights,C00937,ads,Explore customer favorites this holiday.,2025-12-10,false,false
SEND001088,CMP08,Holiday Highlights,C00734,ads,Explore customer favorites this holiday.,2025-11-14,false,false
SEND001089,CMP02,Spring Refresh,C00196,ads,Refresh your routine for spring.,2025-04-06,true,false
SEND001090,CMP02,Spring Refresh,C00700,ads,Refresh your routine for spring.,2025-04-29,true,false
SEND001091,CMP08,Holiday Highlights,C00915,ads,Explore customer favorites this holiday.,2025-11-26,false,false
SEND001092,CMP08,Holiday Highlights,C00520,ads,Explore customer favorites this holiday.,2025-11-25,false,false
SEND001093,CMP06,Autumn Edit,C00035,ads,Discover this season's useful upgrades.,2025-10-22,true,false
SEND001094,CMP05,Back to Routine,C00164,email,Get back into your everyday rhythm.,2025-08-12,false,false
SEND001095,CMP04,Summer Essentials,C00678,ads,Simple essentials for warmer days.,2025-07-30,true,true
SEND001096,CMP04,Summer Essentials,C00270,ads,Simple essentials for warmer days.,2025-07-07,false,false
SEND001097,CMP07,Early Holiday,C00825,email,A head start on thoughtful gifting.,2025-11-24,false,false
SEND001098,CMP08,Holiday Highlights,C00294,ads,Explore customer favorites this holiday.,2025-11-25,false,false
SEND001099,CMP08,Holiday Highlights,C00552,ads,Explore customer favorites this holiday.,2025-12-27,false,false
SEND001100,CMP06,Autumn Edit,C00845,ads,Discover this season's useful upgrades.,2025-10-30,false,false
SEND001101,CMP04,Summer Essentials,C00960,ads,Simple essentials for warmer days.,2025-06-09,false,false
SEND001102,CMP07,Early Holiday,C00181,email,A head start on thoughtful gifting.,2025-11-13,false,false
SEND001103,CMP05,Back to Routine,C00663,email,Get back into your everyday rhythm.,2025-08-15,true,false
SEND001104,CMP02,Spring Refresh,C00486,ads,Refresh your routine for spring.,2025-03-26,false,false
SEND001105,CMP05,Back to Routine,C00912,email,Get back into your everyday rhythm.,2025-09-27,false,false
SEND001106,CMP05,Back to Routine,C00133,email,Get back into your everyday rhythm.,2025-08-19,false,false
SEND001107,CMP07,Early Holiday,C00175,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND001108,CMP08,Holiday Highlights,C00832,ads,Explore customer favorites this holiday.,2025-11-14,false,false
SEND001109,CMP02,Spring Refresh,C00200,ads,Refresh your routine for spring.,2025-04-03,false,false
SEND001110,CMP04,Summer Essentials,C00756,ads,Simple essentials for warmer days.,2025-08-06,true,false
SEND001111,CMP04,Summer Essentials,C00004,ads,Simple essentials for warmer days.,2025-07-06,false,false
SEND001112,CMP03,Member Picks,C00262,email,Popular picks selected for you.,2025-06-16,false,false
SEND001113,CMP04,Summer Essentials,C00099,ads,Simple essentials for warmer days.,2025-06-30,false,false
SEND001114,CMP08,Holiday Highlights,C00651,ads,Explore customer favorites this holiday.,2025-12-22,false,false
SEND001115,CMP04,Summer Essentials,C00920,ads,Simple essentials for warmer days.,2025-08-24,false,false
SEND001116,CMP03,Member Picks,C00955,email,Popular picks selected for you.,2025-05-06,false,false
SEND001117,CMP05,Back to Routine,C00251,email,Get back into your everyday rhythm.,2025-08-05,false,false
SEND001118,CMP08,Holiday Highlights,C00159,ads,Explore customer favorites this holiday.,2025-11-20,true,false
SEND001119,CMP05,Back to Routine,C00703,email,Get back into your everyday rhythm.,2025-09-03,true,false
SEND001120,CMP07,Early Holiday,C00091,email,A head start on thoughtful gifting.,2025-11-16,false,false
SEND001121,CMP04,Summer Essentials,C00625,ads,Simple essentials for warmer days.,2025-08-17,false,false
SEND001122,CMP01,New Year Reset,C00775,email,Start fresh with practical favorites.,2025-02-19,false,false
SEND001123,CMP02,Spring Refresh,C00459,ads,Refresh your routine for spring.,2025-03-18,false,false
SEND001124,CMP07,Early Holiday,C00793,email,A head start on thoughtful gifting.,2025-11-19,false,false
SEND001125,CMP08,Holiday Highlights,C00044,ads,Explore customer favorites this holiday.,2025-11-11,false,false
SEND001126,CMP06,Autumn Edit,C00088,ads,Discover this season's useful upgrades.,2025-09-28,false,false
SEND001127,CMP01,New Year Reset,C00237,email,Start fresh with practical favorites.,2025-02-22,false,false
SEND001128,CMP07,Early Holiday,C00287,email,A head start on thoughtful gifting.,2025-11-16,true,true
SEND001129,CMP01,New Year Reset,C00155,email,Start fresh with practical favorites.,2025-01-17,true,false
SEND001130,CMP04,Summer Essentials,C00039,ads,Simple essentials for warmer days.,2025-07-24,false,false
SEND001131,CMP04,Summer Essentials,C00191,ads,Simple essentials for warmer days.,2025-07-28,false,false
SEND001132,CMP04,Summer Essentials,C00949,ads,Simple essentials for warmer days.,2025-06-17,false,false
SEND001133,CMP04,Summer Essentials,C00998,ads,Simple essentials for warmer days.,2025-08-18,false,false
SEND001134,CMP01,New Year Reset,C00418,email,Start fresh with practical favorites.,2025-01-28,false,false
SEND001135,CMP05,Back to Routine,C00562,email,Get back into your everyday rhythm.,2025-09-11,false,false
SEND001136,CMP04,Summer Essentials,C00692,ads,Simple essentials for warmer days.,2025-07-31,false,false
SEND001137,CMP05,Back to Routine,C00882,email,Get back into your everyday rhythm.,2025-08-23,false,false
SEND001138,CMP06,Autumn Edit,C00538,ads,Discover this season's useful upgrades.,2025-10-07,false,false
SEND001139,CMP02,Spring Refresh,C00424,ads,Refresh your routine for spring.,2025-04-04,false,false
SEND001140,CMP05,Back to Routine,C00451,email,Get back into your everyday rhythm.,2025-08-20,false,false
SEND001141,CMP07,Early Holiday,C00908,email,A head start on thoughtful gifting.,2025-11-02,false,false
SEND001142,CMP07,Early Holiday,C00853,email,A head start on thoughtful gifting.,2025-11-16,false,false
SEND001143,CMP06,Autumn Edit,C00178,ads,Discover this season's useful upgrades.,2025-10-21,false,false
SEND001144,CMP02,Spring Refresh,C00778,ads,Refresh your routine for spring.,2025-04-16,false,false
SEND001145,CMP05,Back to Routine,C00166,email,Get back into your everyday rhythm.,2025-08-01,false,false
SEND001146,CMP05,Back to Routine,C00032,email,Get back into your everyday rhythm.,2025-08-14,true,false
SEND001147,CMP01,New Year Reset,C00842,email,Start fresh with practical favorites.,2025-02-02,false,true
SEND001148,CMP02,Spring Refresh,C00424,ads,Refresh your routine for spring.,2025-04-09,false,false
SEND001149,CMP04,Summer Essentials,C00869,ads,Simple essentials for warmer days.,2025-08-19,false,false
SEND001150,CMP03,Member Picks,C00034,email,Popular picks selected for you.,2025-06-13,false,false
SEND001151,CMP02,Spring Refresh,C00044,ads,Refresh your routine for spring.,2025-04-26,false,false
SEND001152,CMP07,Early Holiday,C00309,email,A head start on thoughtful gifting.,2025-11-07,false,false
SEND001153,CMP08,Holiday Highlights,C00683,ads,Explore customer favorites this holiday.,2025-12-13,true,true
SEND001154,CMP06,Autumn Edit,C00911,ads,Discover this season's useful upgrades.,2025-09-21,false,false
SEND001155,CMP02,Spring Refresh,C00291,ads,Refresh your routine for spring.,2025-03-04,true,false
SEND001156,CMP02,Spring Refresh,C00389,ads,Refresh your routine for spring.,2025-03-27,false,false
SEND001157,CMP02,Spring Refresh,C00199,ads,Refresh your routine for spring.,2025-03-29,true,false
SEND001158,CMP06,Autumn Edit,C00711,ads,Discover this season's useful upgrades.,2025-09-25,false,false
SEND001159,CMP04,Summer Essentials,C00219,ads,Simple essentials for warmer days.,2025-08-28,false,false
SEND001160,CMP08,Holiday Highlights,C00337,ads,Explore customer favorites this holiday.,2025-11-22,false,true
SEND001161,CMP04,Summer Essentials,C00570,ads,Simple essentials for warmer days.,2025-07-05,false,false
SEND001162,CMP03,Member Picks,C00892,email,Popular picks selected for you.,2025-06-22,false,false
SEND001163,CMP07,Early Holiday,C00410,email,A head start on thoughtful gifting.,2025-11-24,false,false
SEND001164,CMP02,Spring Refresh,C00702,ads,Refresh your routine for spring.,2025-04-02,false,false
SEND001165,CMP01,New Year Reset,C00297,email,Start fresh with practical favorites.,2025-01-13,false,false
SEND001166,CMP02,Spring Refresh,C00342,ads,Refresh your routine for spring.,2025-03-09,false,false
SEND001167,CMP08,Holiday Highlights,C00888,ads,Explore customer favorites this holiday.,2025-12-10,false,false
SEND001168,CMP01,New Year Reset,C00214,email,Start fresh with practical favorites.,2025-02-08,false,false
SEND001169,CMP03,Member Picks,C00703,email,Popular picks selected for you.,2025-05-06,false,false
SEND001170,CMP08,Holiday Highlights,C00852,ads,Explore customer favorites this holiday.,2025-12-09,true,false
SEND001171,CMP07,Early Holiday,C00411,email,A head start on thoughtful gifting.,2025-11-26,false,false
SEND001172,CMP07,Early Holiday,C00059,email,A head start on thoughtful gifting.,2025-11-21,false,false
SEND001173,CMP08,Holiday Highlights,C00203,ads,Explore customer favorites this holiday.,2025-12-15,false,false
SEND001174,CMP02,Spring Refresh,C00292,ads,Refresh your routine for spring.,2025-03-16,false,false
SEND001175,CMP06,Autumn Edit,C00621,ads,Discover this season's useful upgrades.,2025-10-22,false,false
SEND001176,CMP03,Member Picks,C00976,email,Popular picks selected for you.,2025-05-18,false,false
SEND001177,CMP08,Holiday Highlights,C00432,ads,Explore customer favorites this holiday.,2025-11-21,false,false
SEND001178,CMP05,Back to Routine,C00031,email,Get back into your everyday rhythm.,2025-08-22,true,false
SEND001179,CMP05,Back to Routine,C00905,email,Get back into your everyday rhythm.,2025-09-27,false,false
SEND001180,CMP08,Holiday Highlights,C00861,ads,Explore customer favorites this holiday.,2025-11-26,false,false
SEND001181,CMP05,Back to Routine,C00499,email,Get back into your everyday rhythm.,2025-09-19,false,false
SEND001182,CMP01,New Year Reset,C00401,email,Start fresh with practical favorites.,2025-02-03,false,false
SEND001183,CMP05,Back to Routine,C00978,email,Get back into your everyday rhythm.,2025-08-08,false,false
SEND001184,CMP05,Back to Routine,C00921,email,Get back into your everyday rhythm.,2025-09-09,false,false
SEND001185,CMP08,Holiday Highlights,C00191,ads,Explore customer favorites this holiday.,2025-11-04,false,false
SEND001186,CMP07,Early Holiday,C00492,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND001187,CMP08,Holiday Highlights,C00563,ads,Explore customer favorites this holiday.,2025-11-18,false,false
SEND001188,CMP02,Spring Refresh,C00252,ads,Refresh your routine for spring.,2025-04-29,false,false
SEND001189,CMP01,New Year Reset,C00573,email,Start fresh with practical favorites.,2025-01-15,false,false
SEND001190,CMP01,New Year Reset,C00693,email,Start fresh with practical favorites.,2025-02-05,false,false
SEND001191,CMP08,Holiday Highlights,C00913,ads,Explore customer favorites this holiday.,2025-11-23,false,false
SEND001192,CMP03,Member Picks,C00859,email,Popular picks selected for you.,2025-05-21,false,false
SEND001193,CMP05,Back to Routine,C00490,email,Get back into your everyday rhythm.,2025-09-19,false,false
SEND001194,CMP08,Holiday Highlights,C00491,ads,Explore customer favorites this holiday.,2025-11-05,false,false
SEND001195,CMP07,Early Holiday,C00784,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND001196,CMP02,Spring Refresh,C00213,ads,Refresh your routine for spring.,2025-03-16,false,false
SEND001197,CMP07,Early Holiday,C00311,email,A head start on thoughtful gifting.,2025-11-10,false,false
SEND001198,CMP08,Holiday Highlights,C00284,ads,Explore customer favorites this holiday.,2025-11-29,false,false
SEND001199,CMP04,Summer Essentials,C00979,ads,Simple essentials for warmer days.,2025-07-03,false,false
SEND001200,CMP08,Holiday Highlights,C00669,ads,Explore customer favorites this holiday.,2025-11-25,false,false
SEND001201,CMP03,Member Picks,C00718,email,Popular picks selected for you.,2025-06-25,false,false
SEND001202,CMP01,New Year Reset,C00546,email,Start fresh with practical favorites.,2025-02-28,false,true
SEND001203,CMP07,Early Holiday,C00253,email,A head start on thoughtful gifting.,2025-11-11,false,false
SEND001204,CMP01,New Year Reset,C00429,email,Start fresh with practical favorites.,2025-01-03,false,false
SEND001205,CMP06,Autumn Edit,C00805,ads,Discover this season's useful upgrades.,2025-09-09,true,false
SEND001206,CMP06,Autumn Edit,C00951,ads,Discover this season's useful upgrades.,2025-10-11,false,false
SEND001207,CMP07,Early Holiday,C00474,email,A head start on thoughtful gifting.,2025-11-17,false,false
SEND001208,CMP04,Summer Essentials,C00460,ads,Simple essentials for warmer days.,2025-07-01,false,false
SEND001209,CMP03,Member Picks,C00319,email,Popular picks selected for you.,2025-05-02,false,false
SEND001210,CMP07,Early Holiday,C00987,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND001211,CMP06,Autumn Edit,C00590,ads,Discover this season's useful upgrades.,2025-09-04,false,false
SEND001212,CMP02,Spring Refresh,C00315,ads,Refresh your routine for spring.,2025-04-10,false,false
SEND001213,CMP07,Early Holiday,C00185,email,A head start on thoughtful gifting.,2025-11-12,false,false
