visit_id,customer_id,visit_date,traffic_source,product_id,product_viewed,added_to_cart,purchased
V001569,C00043,2025-08-19,social,P026,Pure Band 26,false,false
V001570,C00628,2025-08-12,referral,P030,Active Mat 30,false,false
V001571,C00943,2025-02-15,email,P026,Pure Band 26,false,false
V001572,C00010,2025-06-26,organic_search,P015,Calm Cream 15,false,false
V001573,C00158,2025-03-13,organic_search,P020,Essential Bag 20,false,false
V001574,C00130,2025-02-06,email,P012,Essential Bag 12,false,false
V001575,C00023,2025-12-03,email,P014,Active Mat 14,false,false
V001576,C00347,2025-04-07,social,P017,Daily Lamp 17,false,false
V001577,C00137,2025-05-10,email,P004,Essential Bag 04,false,false
V001578,C00150,2025-05-03,social,P003,Urban Bottle 03,true,true
V001579,C00059,2025-11-15,social,P021,Bright Organizer 21,false,false
V001580,C00215,2025-09-18,email,P023,Calm Cream 23,false,false
V001581,C00096,2025-03-01,direct,P018,Pure Band 18,true,true
V001582,C00744,2025-11-26,direct,P022,Active Mat 22,false,false
V001583,C00212,2025-02-05,organic_search,P016,Modern Serum 16,false,false
V001584,C00702,2025-03-14,organic_search,P008,Modern Serum 08,false,false
V001585,C00307,2025-06-06,social,P008,Modern Serum 08,false,false
V001586,C00882,2025-11-06,direct,P005,Bright Organizer 05,false,false
V001587,C00198,2025-05-14,direct,P017,Daily Lamp 17,false,false
V001588,C00304,2025-05-21,organic_search,P025,Daily Lamp 25,true,false
V001589,C00221,2025-09-30,social,P013,Bright Organizer 13,false,false
V001590,C00259,2025-03-28,paid_search,P010,Pure Band 10,false,false
V001591,C00281,2025-05-13,email,P020,Essential Bag 20,false,false
V001592,C00571,2025-03-27,email,P015,Calm Cream 15,false,false
V001593,C00026,2025-04-21,paid_search,P027,Urban Bottle 27,false,false
V001594,C00103,2025-05-23,social,P024,Modern Serum 24,false,false
V001595,C00222,2025-10-16,organic_search,P001,Daily Lamp 01,false,false
V001596,C00451,2025-03-28,paid_search,P005,Bright Organizer 05,false,false
V001597,C00647,2025-11-15,organic_search,P018,Pure Band 18,true,false
V001598,C00059,2025-01-10,paid_search,P026,Pure Band 26,false,false
V001599,C00842,2025-12-25,email,P020,Essential Bag 20,true,true
V001600,C00001,2025-12-26,direct,P018,Pure Band 18,false,false
V001601,C00907,2025-08-22,social,P002,Pure Band 02,false,false
V001602,C00455,2025-12-23,paid_search,P008,Modern Serum 08,false,false
V001603,C00038,2025-05-08,organic_search,P011,Urban Bottle 11,true,false
V001604,C00951,2025-12-30,referral,P011,Urban Bottle 11,false,false
V001605,C00930,2025-03-28,organic_search,P019,Urban Bottle 19,false,false
V001606,C00688,2025-11-11,organic_search,P023,Calm Cream 23,false,false
V001607,C00041,2025-09-05,direct,P012,Essential Bag 12,false,false
V001608,C00514,2025-03-05,email,P030,Active Mat 30,false,false
V001609,C00754,2025-05-17,email,P020,Essential Bag 20,false,false
V001610,C00198,2025-08-14,direct,P013,Bright Organizer 13,false,false
V001611,C00606,2025-09-11,organic_search,P011,Urban Bottle 11,false,false
V001612,C00436,2025-06-28,organic_search,P025,Daily Lamp 25,false,false
V001613,C00012,2025-03-02,email,P027,Urban Bottle 27,false,false
V001614,C00595,2025-11-21,organic_search,P026,Pure Band 26,false,false
V001615,C00296,2025-03-17,paid_search,P024,Modern Serum 24,false,false
V001616,C00023,2025-05-12,paid_search,P029,Bright Organizer 29,false,false
V001617,C00879,2025-07-17,organic_search,P012,Essential Bag 12,false,true
V001618,C00540,2025-03-27,organic_search,P029,Bright Organizer 29,false,false
V001619,C00285,2025-10-14,email,P030,Active Mat 30,false,false
V001620,C00460,2025-05-22,direct,P008,Modern Serum 08,false,false
V001621,C00249,2025-04-02,social,P016,Modern Serum 16,false,false
V001622,C00872,2025-07-04,social,P023,Calm Cream 23,false,false
V001623,C00047,2025-07-11,social,P017,Daily Lamp 17,false,false
V001624,C00145,2025-05-13,social,P026,Pure Band 26,false,false
V001625,C00500,2025-07-28,social,P009,Daily Lamp 09,false,false
V001626,C00186,2025-08-10,paid_search,P023,Calm Cream 23,false,false
V001627,C00061,2025-11-11,direct,P006,Active Mat 06,true,false
V001628,C00138,2025-01-30,social,P021,Bright Organizer 21,false,false
V001629,C00979,2025-02-23,organic_search,P003,Urban Bottle 03,false,false
V001630,C00489,2025-03-24,social,P001,Daily Lamp 01,false,false
V001631,C00816,2025-03-22,social,P002,Pure Band 02,false,false
V001632,C00154,2025-10-18,social,P030,Active Mat 30,false,false
V001633,C00162,2025-10-22,social,P013,Bright Organizer 13,false,false
V001634,C00112,2025-06-19,social,P007,Calm Cream 07,false,false
V001635,C00581,2025-05-10,direct,P012,Essential Bag 12,false,false
V001636,C00037,2025-02-22,organic_search,P025,Daily Lamp 25,false,false
V001637,C00684,2025-10-17,organic_search,P007,Calm Cream 07,false,false
V001638,C00702,2025-07-30,direct,P003,Urban Bottle 03,false,false
V001639,C00818,2025-07-21,organic_search,P006,Active Mat 06,false,false
V001640,C00897,2025-01-05,social,P016,Modern Serum 16,false,false
V001641,C00521,2025-06-18,referral,P005,Bright Organizer 05,false,false
V001642,C00609,2025-11-04,direct,P023,Calm Cream 23,false,true
V001643,C00798,2025-12-15,direct,P025,Daily Lamp 25,false,false
V001644,C00467,2025-07-08,paid_search,P024,Modern Serum 24,false,false
V001645,C00142,2025-02-11,paid_search,P026,Pure Band 26,false,false
V001646,C00894,2025-02-07,email,P010,Pure Band 10,true,false
V001647,C00966,2025-07-07,social,P008,Modern Serum 08,false,false
V001648,C00975,2025-02-11,social,P006,Active Mat 06,false,false
V001649,C00584,2025-09-03,paid_search,P001,Daily Lamp 01,true,true
V001650,C00923,2025-10-14,direct,P005,Bright Organizer 05,true,false
V001651,C00235,2025-08-08,organic_search,P015,Calm Cream 15,false,false
V001652,C00238,2025-09-11,social,P019,Urban Bottle 19,false,false
V001653,C00165,2025-03-15,email,P008,Modern Serum 08,false,false
V001654,C00153,2025-10-14,organic_search,P028,Essential Bag 28,false,false
V001655,C00175,2025-09-09,organic_search,P018,Pure Band 18,false,true
V001656,C00512,2025-08-31,paid_search,P024,Modern Serum 24,false,false
V001657,C00718,2025-08-17,organic_search,P013,Bright Organizer 13,false,true
V001658,C00031,2025-06-24,social,P028,Essential Bag 28,true,true
V001659,C00522,2025-11-13,paid_search,P027,Urban Bottle 27,false,false
V001660,C00106,2025-10-09,paid_search,P013,Bright Organizer 13,false,false
V001661,C00581,2025-11-10,organic_search,P013,Bright Organizer 13,false,false
V001662,C00651,2025-08-29,organic_search,P011,Urban Bottle 11,true,false
V001663,C00680,2025-08-25,organic_search,P025,Daily Lamp 25,false,false
V001664,C00440,2025-12-08,organic_search,P014,Active Mat 14,false,false
V001665,C00026,2025-04-24,email,P014,Active Mat 14,false,false
V001666,C00508,2025-01-20,paid_search,P010,Pure Band 10,false,false
V001667,C00180,2025-03-04,organic_search,P028,Essential Bag 28,false,false
V001668,C00726,2025-07-01,social,P018,Pure Band 18,false,false
V001669,C00777,2025-02-12,organic_search,P020,Essential Bag 20,false,false
V001670,C00871,2025-04-02,organic_search,P022,Active Mat 22,false,false
V001671,C00904,2025-10-02,social,P017,Daily Lamp 17,true,true
V001672,C00652,2025-11-05,direct,P020,Essential Bag 20,false,false
V001673,C00517,2025-05-05,organic_search,P020,Essential Bag 20,false,false
V001674,C00421,2025-11-22,paid_search,P027,Urban Bottle 27,false,false
V001675,C00771,2025-05-10,organic_search,P024,Modern Serum 24,true,true
V001676,C00069,2025-01-29,organic_search,P024,Modern Serum 24,false,false
V001677,C00951,2025-12-18,paid_search,P016,Modern Serum 16,false,false
V001678,C00528,2025-02-09,email,P005,Bright Organizer 05,false,false
V001679,C00234,2025-03-25,organic_search,P008,Modern Serum 08,false,false
V001680,C00936,2025-07-08,paid_search,P014,Active Mat 14,true,false
V001681,C00730,2025-11-26,paid_search,P015,Calm Cream 15,false,false
V001682,C00762,2025-05-22,referral,P030,Active Mat 30,false,false
V001683,C00498,2025-07-06,social,P025,Daily Lamp 25,false,false
V001684,C00932,2025-02-03,organic_search,P018,Pure Band 18,false,false
V001685,C00894,2025-12-24,email,P003,Urban Bottle 03,true,true
V001686,C00726,2025-03-09,email,P013,Bright Organizer 13,false,false
V001687,C00853,2025-11-22,social,P002,Pure Band 02,true,true
V001688,C00095,2025-02-21,social,P004,Essential Bag 04,false,false
V001689,C00403,2025-12-28,organic_search,P014,Active Mat 14,false,false
V001690,C00864,2025-04-04,direct,P023,Calm Cream 23,false,false
V001691,C00132,2025-05-29,direct,P007,Calm Cream 07,true,false
V001692,C00643,2025-03-04,paid_search,P007,Calm Cream 07,false,false
V001693,C00968,2025-05-03,social,P014,Active Mat 14,true,false
V001694,C00420,2025-04-20,paid_search,P007,Calm Cream 07,false,false
V001695,C00495,2025-10-16,organic_search,P013,Bright Organizer 13,false,false
V001696,C00913,2025-05-02,direct,P015,Calm Cream 15,true,false
V001697,C00791,2025-01-06,social,P002,Pure Band 02,false,false
V001698,C00714,2025-01-03,paid_search,P002,Pure Band 02,false,false
V001699,C00915,2025-11-01,direct,P027,Urban Bottle 27,true,false
V001700,C00568,2025-04-22,direct,P008,Modern Serum 08,false,false
V001701,C00499,2025-06-22,direct,P003,Urban Bottle 03,false,false
V001702,C00290,2025-04-20,direct,P017,Daily Lamp 17,true,false
V001703,C00494,2025-02-28,direct,P003,Urban Bottle 03,false,false
V001704,C00119,2025-03-11,paid_search,P018,Pure Band 18,false,false
V001705,C00333,2025-04-22,organic_search,P027,Urban Bottle 27,false,false
V001706,C00353,2025-09-17,organic_search,P003,Urban Bottle 03,false,false
V001707,C00833,2025-10-27,paid_search,P004,Essential Bag 04,false,false
V001708,C00640,2025-08-04,email,P020,Essential Bag 20,true,false
V001709,C00325,2025-11-05,direct,P015,Calm Cream 15,false,false
V001710,C00953,2025-10-13,social,P024,Modern Serum 24,false,false
V001711,C00494,2025-12-27,social,P016,Modern Serum 16,false,false
V001712,C00195,2025-01-07,organic_search,P011,Urban Bottle 11,false,false
V001713,C00093,2025-04-03,direct,P017,Daily Lamp 17,true,false
V001714,C00187,2025-01-18,email,P026,Pure Band 26,false,false
V001715,C00615,2025-09-17,paid_search,P006,Active Mat 06,false,false
V001716,C00493,2025-05-07,social,P021,Bright Organizer 21,false,false
V001717,C00006,2025-10-15,organic_search,P013,Bright Organizer 13,false,false
V001718,C00039,2025-01-24,paid_search,P029,Bright Organizer 29,true,true
V001719,C00696,2025-06-14,organic_search,P013,Bright Organizer 13,false,false
V001720,C00132,2025-07-14,direct,P023,Calm Cream 23,false,false
V001721,C00078,2025-01-28,organic_search,P009,Daily Lamp 09,false,false
V001722,C00517,2025-03-18,social,P005,Bright Organizer 05,false,false
V001723,C00080,2025-04-20,organic_search,P024,Modern Serum 24,true,false
V001724,C00451,2025-05-29,paid_search,P013,Bright Organizer 13,false,true
V001725,C00250,2025-09-09,paid_search,P015,Calm Cream 15,true,false
V001726,C00448,2025-06-27,paid_search,P022,Active Mat 22,false,false
V001727,C00826,2025-06-08,paid_search,P019,Urban Bottle 19,false,false
V001728,C00258,2025-01-31,paid_search,P001,Daily Lamp 01,false,false
V001729,C00256,2025-04-07,email,P012,Essential Bag 12,true,true
V001730,C00042,2025-11-30,paid_search,P009,Daily Lamp 09,false,false
V001731,C00385,2025-10-03,email,P007,Calm Cream 07,false,false
V001732,C00258,2025-09-12,paid_search,P003,Urban Bottle 03,false,false
V001733,C00032,2025-07-08,social,P027,Urban Bottle 27,false,false
V001734,C00272,2025-10-12,organic_search,P010,Pure Band 10,false,true
V001735,C00547,2025-03-09,social,P017,Daily Lamp 17,false,false
V001736,C00563,2025-10-02,organic_search,P011,Urban Bottle 11,false,false
V001737,C00703,2025-12-13,direct,P024,Modern Serum 24,false,false
V001738,C00733,2025-04-29,organic_search,P020,Essential Bag 20,false,false
V001739,C00307,2025-11-24,email,P008,Modern Serum 08,false,false
V001740,C00495,2025-07-27,email,P021,Bright Organizer 21,true,true
V001741,C00544,2025-06-19,social,P027,Urban Bottle 27,false,false
V001742,C00146,2025-05-11,organic_search,P026,Pure Band 26,false,false
V001743,C00042,2025-10-29,organic_search,P007,Calm Cream 07,false,false
V001744,C00142,2025-10-04,direct,P030,Active Mat 30,true,true
V001745,C00172,2025-09-11,direct,P012,Essential Bag 12,false,false
V001746,C00026,2025-10-27,social,P001,Daily Lamp 01,false,false
V001747,C00258,2025-08-30,organic_search,P002,Pure Band 02,false,false
V001748,C00886,2025-07-24,social,P019,Urban Bottle 19,false,false
V001749,C00197,2025-04-03,direct,P030,Active Mat 30,false,false
V001750,C00514,2025-09-26,organic_search,P029,Bright Organizer 29,false,false
V001751,C00947,2025-09-05,paid_search,P018,Pure Band 18,false,true
V001752,C00607,2025-07-01,organic_search,P022,Active Mat 22,false,false
V001753,C00983,2025-08-31,direct,P023,Calm Cream 23,true,false
V001754,C00809,2025-05-17,organic_search,P003,Urban Bottle 03,false,false
V001755,C00635,2025-03-31,social,P001,Daily Lamp 01,false,false
V001756,C00894,2025-07-28,direct,P017,Daily Lamp 17,false,false
V001757,C00959,2025-08-07,organic_search,P020,Essential Bag 20,false,false
V001758,C00766,2025-07-28,social,P005,Bright Organizer 05,false,false
V001759,C00593,2025-10-01,social,P010,Pure Band 10,false,false
V001760,C00072,2025-06-05,social,P030,Active Mat 30,false,false
V001761,C00601,2025-10-20,paid_search,P024,Modern Serum 24,false,false
V001762,C00528,2025-08-16,social,P025,Daily Lamp 25,false,false
V001763,C00750,2025-01-27,paid_search,P002,Pure Band 02,false,false
V001764,C00610,2025-03-27,email,P003,Urban Bottle 03,true,false
V001765,C00211,2025-08-25,social,P026,Pure Band 26,false,false
V001766,C00277,2025-09-24,social,P025,Daily Lamp 25,false,false
V001767,C00830,2025-10-05,email,P030,Active Mat 30,false,false
V001768,C00386,2025-04-08,direct,P001,Daily Lamp 01,true,false
V001769,C00857,2025-09-18,social,P017,Daily Lamp 17,true,false
V001770,C00397,2025-03-13,organic_search,P023,Calm Cream 23,false,false
V001771,C00131,2025-03-08,direct,P015,Calm Cream 15,false,false
V001772,C00461,2025-10-18,organic_search,P012,Essential Bag 12,false,false
V001773,C00497,2025-02-18,organic_search,P010,Pure Band 10,false,false
V001774,C00497,2025-06-02,organic_search,P026,Pure Band 26,false,false
V001775,C00421,2025-03-19,organic_search,P016,Modern Serum 16,false,false
V001776,C00271,2025-10-24,organic_search,P021,Bright Organizer 21,false,false
V001777,C00534,2025-02-14,social,P007,Calm Cream 07,false,false
V001778,C00598,2025-03-27,email,P019,Urban Bottle 19,true,false
V001779,C00638,2025-05-07,direct,P011,Urban Bottle 11,false,false
V001780,C00326,2025-04-24,social,P017,Daily Lamp 17,false,false
V001781,C00887,2025-01-08,referral,P003,Urban Bottle 03,false,false
V001782,C00276,2025-10-24,direct,P024,Modern Serum 24,false,false
V001783,C00617,2025-04-15,social,P004,Essential Bag 04,false,false
V001784,C00736,2025-12-07,social,P005,Bright Organizer 05,true,false
V001785,C00724,2025-03-24,paid_search,P002,Pure Band 02,true,false
V001786,C00751,2025-08-16,paid_search,P014,Active Mat 14,false,false
V001787,C00954,2025-03-22,paid_search,P009,Daily Lamp 09,false,false
V001788,C00230,2025-01-20,email,P003,Urban Bottle 03,false,false
V001789,C00821,2025-06-22,email,P007,Calm Cream 07,false,false
V001790,C00104,2025-11-15,organic_search,P005,Bright Organizer 05,true,true
V001791,C00814,2025-11-20,organic_search,P023,Calm Cream 23,false,false
V001792,C00217,2025-09-06,social,P015,Calm Cream 15,false,false
V001793,C00556,2025-10-07,referral,P029,Bright Organizer 29,false,false
V001794,C00465,2025-04-01,organic_search,P003,Urban Bottle 03,true,false
V001795,C00157,2025-07-25,social,P011,Urban Bottle 11,true,false
V001796,C00311,2025-08-07,social,P015,Calm Cream 15,false,false
V001797,C00896,2025-10-13,email,P010,Pure Band 10,false,false
V001798,C00779,2025-08-26,paid_search,P030,Active Mat 30,true,true
V001799,C00347,2025-05-15,organic_search,P012,Essential Bag 12,false,false
V001800,C00442,2025-04-16,paid_search,P002,Pure Band 02,false,false
V001801,C00489,2025-07-16,organic_search,P024,Modern Serum 24,false,false
V001802,C00557,2025-05-05,organic_search,P014,Active Mat 14,false,false
V001803,C00422,2025-01-09,paid_search,P029,Bright Organizer 29,false,false
V001804,C00104,2025-12-05,organic_search,P024,Modern Serum 24,true,false
V001805,C00667,2025-08-03,direct,P006,Active Mat 06,false,false
V001806,C00196,2025-01-14,paid_search,P024,Modern Serum 24,false,false
V001807,C00975,2025-11-26,email,P012,Essential Bag 12,true,false
V001808,C00051,2025-05-24,direct,P025,Daily Lamp 25,false,false
V001809,C00608,2025-01-17,email,P012,Essential Bag 12,false,true
V001810,C00236,2025-10-24,organic_search,P010,Pure Band 10,false,false
V001811,C00533,2025-11-24,email,P026,Pure Band 26,false,false
V001812,C00240,2025-05-09,direct,P010,Pure Band 10,true,false
V001813,C00937,2025-07-28,referral,P029,Bright Organizer 29,false,false
V001814,C00170,2025-01-23,social,P009,Daily Lamp 09,false,false
V001815,C00364,2025-11-05,paid_search,P004,Essential Bag 04,true,false
V001816,C00595,2025-05-12,referral,P006,Active Mat 06,false,false
V001817,C00745,2025-07-21,email,P005,Bright Organizer 05,true,false
V001818,C00015,2025-05-26,email,P005,Bright Organizer 05,true,false
V001819,C00508,2025-10-25,organic_search,P006,Active Mat 06,false,false
V001820,C00812,2025-07-09,organic_search,P028,Essential Bag 28,false,false
V001821,C00172,2025-01-09,direct,P013,Bright Organizer 13,false,true
V001822,C00470,2025-07-02,organic_search,P019,Urban Bottle 19,false,false
V001823,C00783,2025-03-17,paid_search,P025,Daily Lamp 25,false,false
V001824,C00199,2025-04-14,email,P013,Bright Organizer 13,false,false
V001825,C00151,2025-08-27,organic_search,P009,Daily Lamp 09,false,false
V001826,C00402,2025-01-21,organic_search,P001,Daily Lamp 01,false,false
V001827,C00313,2025-06-02,paid_search,P011,Urban Bottle 11,true,false
V001828,C00978,2025-04-21,email,P010,Pure Band 10,false,false
V001829,C00092,2025-08-24,referral,P017,Daily Lamp 17,false,false
V001830,C00899,2025-11-08,direct,P006,Active Mat 06,false,false
V001831,C00079,2025-10-06,organic_search,P006,Active Mat 06,false,false
V001832,C00159,2025-12-15,organic_search,P002,Pure Band 02,true,false
V001833,C00789,2025-11-08,paid_search,P028,Essential Bag 28,false,false
V001834,C00921,2025-01-31,paid_search,P013,Bright Organizer 13,true,false
V001835,C00763,2025-08-23,paid_search,P003,Urban Bottle 03,false,false
V001836,C00144,2025-02-12,organic_search,P018,Pure Band 18,false,false
V001837,C00988,2025-09-01,paid_search,P007,Calm Cream 07,false,false
V001838,C00356,2025-08-22,organic_search,P011,Urban Bottle 11,true,false
V001839,C00879,2025-01-06,direct,P015,Calm Cream 15,false,false
V001840,C00915,2025-03-27,referral,P023,Calm Cream 23,false,false
V001841,C00556,2025-03-24,social,P004,Essential Bag 04,false,true
V001842,C00132,2025-07-22,email,P003,Urban Bottle 03,false,false
V001843,C00715,2025-06-15,direct,P024,Modern Serum 24,false,false
V001844,C00197,2025-06-05,social,P020,Essential Bag 20,false,false
V001845,C00416,2025-12-17,organic_search,P029,Bright Organizer 29,false,false
V001846,C00788,2025-10-01,paid_search,P019,Urban Bottle 19,false,false
V001847,C00841,2025-08-11,social,P005,Bright Organizer 05,false,false
V001848,C00727,2025-06-07,organic_search,P020,Essential Bag 20,false,false
V001849,C00244,2025-08-31,organic_search,P012,Essential Bag 12,false,false
V001850,C00594,2025-09-15,paid_search,P009,Daily Lamp 09,false,true
V001851,C00785,2025-02-04,email,P021,Bright Organizer 21,false,true
V001852,C00571,2025-06-21,organic_search,P003,Urban Bottle 03,false,false
V001853,C00936,2025-12-21,referral,P028,Essential Bag 28,true,false
V001854,C00077,2025-05-31,organic_search,P002,Pure Band 02,false,false
V001855,C00655,2025-06-02,email,P020,Essential Bag 20,false,false
V001856,C00755,2025-04-16,email,P013,Bright Organizer 13,false,false
V001857,C00914,2025-08-02,paid_search,P001,Daily Lamp 01,false,false
V001858,C00180,2025-06-28,paid_search,P030,Active Mat 30,true,false
V001859,C00609,2025-11-30,referral,P010,Pure Band 10,false,false
V001860,C00812,2025-07-23,paid_search,P003,Urban Bottle 03,false,false
V001861,C00446,2025-09-20,referral,P010,Pure Band 10,false,false
V001862,C00356,2025-02-27,email,P007,Calm Cream 07,false,false
V001863,C00854,2025-07-03,organic_search,P030,Active Mat 30,false,false
V001864,C00844,2025-11-27,organic_search,P006,Active Mat 06,false,true
V001865,C00561,2025-01-20,social,P020,Essential Bag 20,false,false
V001866,C00798,2025-06-15,social,P013,Bright Organizer 13,false,false
V001867,C00539,2025-08-20,social,P003,Urban Bottle 03,false,true
V001868,C00919,2025-09-17,organic_search,P026,Pure Band 26,false,true
V001869,C00210,2025-07-29,direct,P025,Daily Lamp 25,false,false
V001870,C00905,2025-03-16,social,P020,Essential Bag 20,false,false
V001871,C00041,2025-02-28,social,P002,Pure Band 02,false,false
V001872,C00743,2025-08-30,paid_search,P025,Daily Lamp 25,false,false
V001873,C00552,2025-01-18,organic_search,P011,Urban Bottle 11,false,false
V001874,C00809,2025-09-04,paid_search,P002,Pure Band 02,false,false
V001875,C00107,2025-06-25,email,P023,Calm Cream 23,true,false
V001876,C00555,2025-08-11,email,P014,Active Mat 14,false,false
V001877,C00062,2025-06-11,paid_search,P019,Urban Bottle 19,false,false
V001878,C00450,2025-02-03,email,P007,Calm Cream 07,false,false
V001879,C00870,2025-06-18,paid_search,P010,Pure Band 10,true,false
V001880,C00389,2025-07-27,social,P001,Daily Lamp 01,false,false
V001881,C00570,2025-09-27,paid_search,P016,Modern Serum 16,false,false
V001882,C00524,2025-11-05,direct,P003,Urban Bottle 03,false,false
V001883,C00699,2025-01-17,organic_search,P012,Essential Bag 12,true,false
V001884,C00833,2025-11-27,paid_search,P013,Bright Organizer 13,false,false
V001885,C00754,2025-12-11,organic_search,P005,Bright Organizer 05,false,false
V001886,C00686,2025-02-14,organic_search,P007,Calm Cream 07,false,false
V001887,C00203,2025-04-25,email,P019,Urban Bottle 19,false,false
V001888,C00133,2025-09-26,email,P006,Active Mat 06,false,false
V001889,C00058,2025-05-02,organic_search,P027,Urban Bottle 27,false,true
V001890,C00788,2025-12-20,referral,P027,Urban Bottle 27,true,false
V001891,C00190,2025-09-14,social,P012,Essential Bag 12,false,false
V001892,C00719,2025-02-24,organic_search,P008,Modern Serum 08,false,false
V001893,C00505,2025-02-08,paid_search,P015,Calm Cream 15,false,false
V001894,C00473,2025-09-30,email,P023,Calm Cream 23,false,false
V001895,C00020,2025-06-02,email,P011,Urban Bottle 11,true,false
V001896,C00098,2025-05-08,organic_search,P016,Modern Serum 16,false,false
V001897,C00355,2025-11-04,social,P013,Bright Organizer 13,false,true
V001898,C00940,2025-04-01,direct,P007,Calm Cream 07,false,true
V001899,C00922,2025-10-22,email,P014,Active Mat 14,true,false
V001900,C00277,2025-05-13,social,P020,Essential Bag 20,false,false
V001901,C00514,2025-12-09,social,P002,Pure Band 02,false,false
V001902,C00447,2025-05-18,referral,P027,Urban Bottle 27,false,false
V001903,C00011,2025-10-23,paid_search,P008,Modern Serum 08,false,false
V001904,C00324,2025-03-03,paid_search,P013,Bright Organizer 13,false,false
V001905,C00605,2025-09-10,referral,P025,Daily Lamp 25,false,false
V001906,C00253,2025-10-01,social,P011,Urban Bottle 11,false,false
V001907,C00566,2025-07-12,email,P017,Daily Lamp 17,false,false
V001908,C00995,2025-04-30,email,P012,Essential Bag 12,true,false
V001909,C00447,2025-05-31,social,P026,Pure Band 26,true,false
V001910,C00817,2025-04-27,organic_search,P013,Bright Organizer 13,false,false
V001911,C00810,2025-08-17,organic_search,P004,Essential Bag 04,false,false
V001912,C00613,2025-09-01,social,P028,Essential Bag 28,true,false
V001913,C00138,2025-05-05,social,P003,Urban Bottle 03,false,false
V001914,C00375,2025-05-03,organic_search,P025,Daily Lamp 25,true,true
V001915,C00689,2025-10-15,paid_search,P015,Calm Cream 15,false,false
V001916,C00425,2025-01-13,direct,P009,Daily Lamp 09,false,false
V001917,C00386,2025-02-04,social,P022,Active Mat 22,false,false
V001918,C00933,2025-04-15,social,P026,Pure Band 26,false,false
V001919,C00733,2025-07-05,paid_search,P002,Pure Band 02,false,false
V001920,C00344,2025-03-17,email,P010,Pure Band 10,false,false
V001921,C00136,2025-05-23,organic_search,P017,Daily Lamp 17,true,false
V001922,C00597,2025-04-22,direct,P029,Bright Organizer 29,false,false
V001923,C00991,2025-12-19,paid_search,P025,Daily Lamp 25,false,false
V001924,C00116,2025-05-14,organic_search,P011,Urban Bottle 11,false,false
V001925,C00322,2025-11-01,paid_search,P011,Urban Bottle 11,false,false
V001926,C00953,2025-06-29,email,P003,Urban Bottle 03,false,true
V001927,C00556,2025-06-01,paid_search,P028,Essential Bag 28,false,false
V001928,C00593,2025-04-01,organic_search,P028,Essential Bag 28,true,false
V001929,C00933,2025-03-16,organic_search,P023,Calm Cream 23,false,false
V001930,C00062,2025-03-28,organic_search,P014,Active Mat 14,false,false
V001931,C00426,2025-11-26,direct,P019,Urban Bottle 19,false,false
V001932,C00314,2025-08-14,social,P029,Bright Organizer 29,false,false
V001933,C00939,2025-04-02,social,P001,Daily Lamp 01,false,false
V001934,C00746,2025-08-29,organic_search,P018,Pure Band 18,false,false
V001935,C00116,2025-04-28,email,P007,Calm Cream 07,false,true
V001936,C00933,2025-05-28,paid_search,P006,Active Mat 06,false,false
V001937,C00952,2025-02-26,paid_search,P016,Modern Serum 16,false,false
V001938,C00903,2025-01-27,organic_search,P009,Daily Lamp 09,false,false
V001939,C00271,2025-02-26,paid_search,P030,Active Mat 30,false,false
V001940,C00386,2025-01-26,organic_search,P021,Bright Organizer 21,false,false
V001941,C00277,2025-06-26,social,P018,Pure Band 18,false,false
V001942,C00635,2025-11-07,organic_search,P025,Daily Lamp 25,true,true
V001943,C00273,2025-06-13,organic_search,P003,Urban Bottle 03,false,false
V001944,C00511,2025-04-05,referral,P018,Pure Band 18,false,false
V001945,C00112,2025-05-19,direct,P019,Urban Bottle 19,true,false
V001946,C00472,2025-07-07,organic_search,P023,Calm Cream 23,false,false
V001947,C00537,2025-07-05,organic_search,P014,Active Mat 14,true,false
V001948,C00071,2025-10-17,email,P027,Urban Bottle 27,true,false
V001949,C00543,2025-12-12,referral,P010,Pure Band 10,true,false
V001950,C00044,2025-04-24,organic_search,P002,Pure Band 02,false,false
V001951,C00789,2025-10-30,social,P007,Calm Cream 07,true,false
V001952,C00631,2025-06-23,organic_search,P025,Daily Lamp 25,false,false
V001953,C00499,2025-11-12,organic_search,P023,Calm Cream 23,false,false
V001954,C00894,2025-08-19,direct,P030,Active Mat 30,true,false
V001955,C00035,2025-08-17,paid_search,P025,Daily Lamp 25,false,false
V001956,C00849,2025-09-02,social,P013,Bright Organizer 13,false,false
V001957,C00765,2025-12-07,direct,P001,Daily Lamp 01,false,false
V001958,C00063,2025-01-21,direct,P019,Urban Bottle 19,false,false
V001959,C00421,2025-12-01,organic_search,P010,Pure Band 10,false,false
V001960,C00846,2025-03-22,organic_search,P001,Daily Lamp 01,false,false
V001961,C00497,2025-09-14,paid_search,P027,Urban Bottle 27,false,false
V001962,C00674,2025-12-08,social,P023,Calm Cream 23,false,false
V001963,C00470,2025-06-12,paid_search,P027,Urban Bottle 27,true,false
V001964,C00789,2025-07-30,social,P016,Modern Serum 16,false,false
V001965,C00224,2025-10-04,email,P007,Calm Cream 07,false,false
V001966,C00632,2025-02-27,paid_search,P011,Urban Bottle 11,false,false
V001967,C00809,2025-06-17,social,P008,Modern Serum 08,false,false
V001968,C00517,2025-01-11,referral,P006,Active Mat 06,false,false
V001969,C00215,2025-07-31,organic_search,P028,Essential Bag 28,false,false
