transaction_id,customer_id,product_id,product_name,quantity,unit_price,transaction_total,date
T001263,C00401,P018,Pure Band 18,3,75.31,225.93,2025-06-19
T001264,C00533,P022,Active Mat 22,2,87.49,174.98,2025-10-24
T001265,C00992,P025,Daily Lamp 25,1,91.15,91.15,2025-10-18
T001266,C00151,P014,Active Mat 14,1,35.57,35.57,2025-12-17
T001267,C00167,P009,Daily Lamp 09,1,20.83,20.83,2025-12-07
T001268,C00223,P009,Daily Lamp 09,1,21.8,21.8,2025-01-21
T001269,C00361,P020,Essential Bag 20,1,55.36,55.36,2025-08-09
T001270,C00805,P026,Pure Band 26,1,90.06,90.06,2025-05-26
T001271,C00731,P008,Modern Serum 08,4,28.23,112.92,2025-02-14
T001272,C00298,P007,Calm Cream 07,1,60.01,60.01,2025-02-11
T001273,C00396,P013,Bright Organizer 13,3,27.35,82.05,2025-11-23
T001274,C00612,P010,Pure Band 10,1,75.16,75.16,2025-06-04
T001275,C00143,P021,Bright Organizer 21,1,34.54,34.54,2025-10-24
T001276,C00313,P003,Urban Bottle 03,1,40.64,40.64,2025-06-04
T001277,C00802,P027,Urban Bottle 27,1,58.3,58.3,2025-07-12
T001278,C00516,P028,Essential Bag 28,2,81.14,162.28,2025-06-10
T001279,C00985,P013,Bright Organizer 13,1,27.53,27.53,2025-08-04
T001280,C00091,P024,Modern Serum 24,1,69.03,69.03,2025-08-04
T001281,C00383,P004,Essential Bag 04,1,19.23,19.23,2025-09-20
T001282,C00129,P012,Essential Bag 12,1,16.21,16.21,2025-07-21
T001283,C00860,P002,Pure Band 02,1,26.77,26.77,2025-08-24
T001284,C00609,P003,Urban Bottle 03,1,40.35,40.35,2025-06-20
T001285,C00125,P023,Calm Cream 23,1,42.67,42.67,2025-02-01
T001286,C00529,P005,Bright Organizer 05,2,82.12,164.24,2025-04-15
T001287,C00656,P026,Pure Band 26,1,100.78,100.78,2025-12-12
T001288,C00825,P015,Calm Cream 15,1,31.09,31.09,2025-01-04
T001289,C00902,P004,Essential Bag 04,1,19.65,19.65,2025-11-06
T001290,C00455,P012,Essential Bag 12,3,16.94,50.82,2025-09-16
T001291,C00840,P007,Calm Cream 07,2,59.13,118.26,2025-04-05
T001292,C00880,P020,Essential Bag 20,1,54.67,54.67,2025-08-13
T001293,C00839,P023,Calm Cream 23,1,45.82,45.82,2025-03-14
T001294,C00488,P015,Calm Cream 15,1,31.42,31.42,2025-04-13
T001295,C00684,P008,Modern Serum 08,1,26.6,26.6,2025-07-08
T001296,C00152,P001,Daily Lamp 01,1,94.76,94.76,2025-08-06
T001297,C00035,P020,Essential Bag 20,2,54.23,108.46,2025-06-05
T001298,C00986,P004,Essential Bag 04,2,18.79,37.58,2025-07-01
T001299,C00367,P016,Modern Serum 16,2,41.0,82.0,2025-03-23
T001300,C00400,P016,Modern Serum 16,1,41.13,41.13,2025-09-26
T001301,C00348,P014,Active Mat 14,2,41.68,83.36,2025-10-16
T001302,C00311,P028,Essential Bag 28,1,75.23,75.23,2025-12-04
T001303,C00621,P020,Essential Bag 20,1,50.84,50.84,2025-08-30
T001304,C00266,P004,Essential Bag 04,1,16.39,16.39,2025-09-27
T001305,C00850,P012,Essential Bag 12,1,15.28,15.28,2025-11-13
T001306,C00682,P003,Urban Bottle 03,3,41.25,123.75,2025-02-19
T001307,C00108,P027,Urban Bottle 27,1,52.87,52.87,2025-05-02
T001308,C00945,P002,Pure Band 02,1,28.31,28.31,2025-08-04
T001309,C00453,P024,Modern Serum 24,1,63.87,63.87,2025-02-07
T001310,C00111,P022,Active Mat 22,1,72.54,72.54,2025-06-14
T001311,C00201,P007,Calm Cream 07,1,58.12,58.12,2025-04-13
T001312,C00445,P025,Daily Lamp 25,2,91.92,183.84,2025-03-24
T001313,C00983,P021,Bright Organizer 21,1,33.66,33.66,2025-11-19
T001314,C00793,P012,Essential Bag 12,1,16.56,16.56,2025-07-04
T001315,C00541,P015,Calm Cream 15,2,32.19,64.38,2025-11-25
T001316,C00366,P019,Urban Bottle 19,1,29.43,29.43,2025-06-30
T001317,C00641,P012,Essential Bag 12,1,17.05,17.05,2025-08-07
T001318,C00104,P004,Essential Bag 04,1,18.98,18.98,2025-06-02
T001319,C00842,P029,Bright Organizer 29,3,90.38,271.14,2025-04-25
T001320,C00894,P027,Urban Bottle 27,3,58.87,176.61,2025-02-04
T001321,C00955,P019,Urban Bottle 19,1,30.37,30.37,2025-09-23
T001322,C00597,P014,Active Mat 14,3,39.98,119.94,2025-02-26
T001323,C00432,P008,Modern Serum 08,1,26.21,26.21,2025-06-23
T001324,C00837,P023,Calm Cream 23,3,46.74,140.22,2025-10-08
T001325,C00506,P003,Urban Bottle 03,3,36.78,110.34,2025-05-01
T001326,C00355,P030,Active Mat 30,3,23.96,71.88,2025-01-19
T001327,C00909,P017,Daily Lamp 17,3,41.42,124.26,2025-02-11
T001328,C00509,P016,Modern Serum 16,1,40.39,40.39,2025-01-19
T001329,C00022,P028,Essential Bag 28,1,76.27,76.27,2025-04-27
T001330,C00881,P012,Essential Bag 12,1,17.2,17.2,2025-11-08
T001331,C00785,P012,Essential Bag 12,1,16.0,16.0,2025-07-18
T001332,C00449,P004,Essential Bag 04,1,17.18,17.18,2025-03-01
T001333,C00448,P028,Essential Bag 28,1,79.9,79.9,2025-06-25
T001334,C00766,P023,Calm Cream 23,2,44.8,89.6,2025-07-31
T001335,C00895,P023,Calm Cream 23,2,45.2,90.4,2025-01-08
T001336,C00290,P002,Pure Band 02,1,27.45,27.45,2025-04-03
T001337,C00133,P019,Urban Bottle 19,1,29.36,29.36,2025-05-30
T001338,C00961,P017,Daily Lamp 17,1,39.52,39.52,2025-05-09
T001339,C00455,P022,Active Mat 22,3,80.06,240.18,2025-04-23
T001340,C00251,P016,Modern Serum 16,1,39.36,39.36,2025-12-01
T001341,C00355,P027,Urban Bottle 27,2,58.24,116.48,2025-01-28
T001342,C00934,P004,Essential Bag 04,3,19.3,57.9,2025-04-15
T001343,C00126,P012,Essential Bag 12,2,17.04,34.08,2025-04-18
T001344,C00451,P020,Essential Bag 20,1,56.7,56.7,2025-12-24
T001345,C00277,P008,Modern Serum 08,1,26.39,26.39,2025-01-18
T001346,C00876,P019,Urban Bottle 19,1,26.75,26.75,2025-05-23
T001347,C00230,P006,Active Mat 06,1,20.79,20.79,2025-01-23
T001348,C00033,P017,Daily Lamp 17,1,42.07,42.07,2025-06-06
T001349,C00945,P026,Pure Band 26,1,90.47,90.47,2025-06-22
T001350,C00350,P023,Calm Cream 23,1,41.73,41.73,2025-01-15
T001351,C00827,P003,Urban Bottle 03,1,39.18,39.18,2025-01-30
T001352,C00475,P013,Bright Organizer 13,2,25.63,51.26,2025-10-01
T001353,C00479,P023,Calm Cream 23,3,44.64,133.92,2025-07-15
T001354,C00974,P008,Modern Serum 08,4,27.05,108.2,2025-12-16
T001355,C00405,P002,Pure Band 02,1,27.9,27.9,2025-10-20
T001356,C00830,P024,Modern Serum 24,1,71.66,71.66,2025-12-01
T001357,C00868,P005,Bright Organizer 05,1,82.87,82.87,2025-05-16
T001358,C00492,P020,Essential Bag 20,1,55.58,55.58,2025-07-03
T001359,C00284,P027,Urban Bottle 27,1,49.72,49.72,2025-02-10
T001360,C00785,P024,Modern Serum 24,1,68.41,68.41,2025-05-13
T001361,C00151,P027,Urban Bottle 27,2,58.62,117.24,2025-03-31
T001362,C00701,P016,Modern Serum 16,1,40.38,40.38,2025-04-05
T001363,C00063,P029,Bright Organizer 29,4,74.72,298.88,2025-04-27
T001364,C00554,P023,Calm Cream 23,1,44.67,44.67,2025-06-30
T001365,C00116,P016,Modern Serum 16,1,40.44,40.44,2025-08-16
T001366,C00426,P002,Pure Band 02,1,27.93,27.93,2025-12-15
T001367,C00808,P011,Urban Bottle 11,3,34.74,104.22,2025-11-07
T001368,C00637,P001,Daily Lamp 01,1,94.53,94.53,2025-05-31
T001369,C00027,P003,Urban Bottle 03,1,41.62,41.62,2025-10-30
T001370,C00803,P018,Pure Band 18,1,78.25,78.25,2025-09-18
T001371,C00673,P023,Calm Cream 23,1,38.3,38.3,2025-01-17
T001372,C00982,P028,Essential Bag 28,1,82.21,82.21,2025-02-09
T001373,C00752,P013,Bright Organizer 13,2,24.56,49.12,2025-10-08
T001374,C00622,P014,Active Mat 14,1,40.56,40.56,2025-01-27
T001375,C00301,P028,Essential Bag 28,1,80.07,80.07,2025-10-22
T001376,C00467,P010,Pure Band 10,3,75.47,226.41,2025-04-29
T001377,C00371,P003,Urban Bottle 03,1,40.61,40.61,2025-07-29
T001378,C00620,P007,Calm Cream 07,2,60.34,120.68,2025-09-05
T001379,C00948,P017,Daily Lamp 17,2,42.19,84.38,2025-03-06
T001380,C00621,P008,Modern Serum 08,1,27.56,27.56,2025-03-12
T001381,C00518,P030,Active Mat 30,1,24.03,24.03,2025-08-04
T001382,C00898,P014,Active Mat 14,1,41.0,41.0,2025-04-03
T001383,C00953,P014,Active Mat 14,1,37.92,37.92,2025-12-31
T001384,C00707,P005,Bright Organizer 05,1,84.14,84.14,2025-01-13
T001385,C00926,P013,Bright Organizer 13,1,25.35,25.35,2025-07-18
T001386,C00122,P010,Pure Band 10,2,80.01,160.02,2025-05-31
T001387,C00740,P002,Pure Band 02,2,27.8,55.6,2025-02-25
T001388,C00646,P014,Active Mat 14,2,40.77,81.54,2025-07-29
T001389,C00752,P006,Active Mat 06,2,19.25,38.5,2025-03-10
T001390,C00156,P027,Urban Bottle 27,1,58.97,58.97,2025-02-12
T001391,C00329,P013,Bright Organizer 13,1,27.43,27.43,2025-07-14
T001392,C00238,P009,Daily Lamp 09,1,22.23,22.23,2025-02-19
T001393,C00521,P026,Pure Band 26,1,97.1,97.1,2025-10-24
T001394,C00977,P005,Bright Organizer 05,2,80.51,161.02,2025-04-02
T001395,C00441,P016,Modern Serum 16,1,39.61,39.61,2025-04-18
T001396,C00170,P004,Essential Bag 04,1,19.4,19.4,2025-05-26
T001397,C00962,P028,Essential Bag 28,4,78.55,314.2,2025-05-28
T001398,C00286,P004,Essential Bag 04,1,17.87,17.87,2025-12-08
T001399,C00613,P028,Essential Bag 28,3,83.26,249.78,2025-01-15
T001400,C00501,P026,Pure Band 26,1,99.16,99.16,2025-01-04
T001401,C00437,P023,Calm Cream 23,1,41.13,41.13,2025-10-20
T001402,C00734,P022,Active Mat 22,2,85.23,170.46,2025-02-26
T001403,C00089,P027,Urban Bottle 27,4,54.39,217.56,2025-05-15
T001404,C00823,P003,Urban Bottle 03,2,38.37,76.74,2025-07-01
T001405,C00344,P008,Modern Serum 08,1,28.65,28.65,2025-09-17
T001406,C00705,P010,Pure Band 10,3,83.17,249.51,2025-12-28
T001407,C00326,P006,Active Mat 06,1,19.23,19.23,2025-09-24
T001408,C00643,P001,Daily Lamp 01,1,100.44,100.44,2025-11-21
T001409,C00201,P008,Modern Serum 08,1,27.54,27.54,2025-12-11
T001410,C00135,P006,Active Mat 06,2,18.05,36.1,2025-05-25
T001411,C00004,P013,Bright Organizer 13,1,27.04,27.04,2025-04-20
T001412,C00429,P021,Bright Organizer 21,1,33.9,33.9,2025-01-20
T001413,C00496,P016,Modern Serum 16,3,36.82,110.46,2025-06-28
T001414,C00685,P015,Calm Cream 15,2,31.13,62.26,2025-05-30
T001415,C00303,P003,Urban Bottle 03,1,37.34,37.34,2025-09-04
T001416,C00430,P029,Bright Organizer 29,1,88.29,88.29,2025-05-28
T001417,C00980,P010,Pure Band 10,1,77.15,77.15,2025-08-26
T001418,C00861,P025,Daily Lamp 25,1,91.6,91.6,2025-09-05
T001419,C00275,P016,Modern Serum 16,2,37.57,75.14,2025-05-29
T001420,C00268,P021,Bright Organizer 21,1,32.13,32.13,2025-06-15
T001421,C00935,P002,Pure Band 02,1,27.84,27.84,2025-05-14
T001422,C00316,P014,Active Mat 14,1,36.91,36.91,2025-01-24
T001423,C00113,P029,Bright Organizer 29,1,92.72,92.72,2025-11-17
T001424,C00974,P023,Calm Cream 23,2,46.25,92.5,2025-01-11
T001425,C00786,P024,Modern Serum 24,1,68.6,68.6,2025-06-30
T001426,C00204,P030,Active Mat 30,2,24.17,48.34,2025-10-02
T001427,C00821,P005,Bright Organizer 05,1,83.2,83.2,2025-05-29
T001428,C00963,P001,Daily Lamp 01,2,91.12,182.24,2025-05-08
T001429,C00408,P025,Daily Lamp 25,1,90.93,90.93,2025-09-14
T001430,C00791,P021,Bright Organizer 21,1,33.55,33.55,2025-11-20
T001431,C00672,P012,Essential Bag 12,2,15.33,30.66,2025-07-13
T001432,C00076,P016,Modern Serum 16,2,37.82,75.64,2025-02-09
T001433,C00620,P028,Essential Bag 28,1,82.26,82.26,2025-10-05
T001434,C00880,P010,Pure Band 10,1,80.45,80.45,2025-11-07
T001435,C00470,P006,Active Mat 06,1,20.91,20.91,2025-05-21
T001436,C00440,P003,Urban Bottle 03,3,40.53,121.59,2025-05-30
T001437,C00547,P016,Modern Serum 16,1,35.45,35.45,2025-12-26
T001438,C00782,P017,Daily Lamp 17,1,42.84,42.84,2025-07-10
T001439,C00790,P007,Calm Cream 07,1,59.5,59.5,2025-07-23
T001440,C00148,P025,Daily Lamp 25,4,90.37,361.48,2025-06-20
T001441,C00608,P007,Calm Cream 07,1,59.52,59.52,2025-09-08
T001442,C00779,P007,Calm Cream 07,2,59.36,118.72,2025-10-18
T001443,C00855,P005,Bright Organizer 05,1,82.87,82.87,2025-06-22
T001444,C00275,P022,Active Mat 22,2,81.99,163.98,2025-01-03
T001445,C00983,P020,Essential Bag 20,1,52.53,52.53,2025-06-10
T001446,C00944,P003,Urban Bottle 03,1,41.29,41.29,2025-02-11
T001447,C00533,P023,Calm Cream 23,1,46.26,46.26,2025-03-24
T001448,C00907,P013,Bright Organizer 13,1,25.75,25.75,2025-01-20
T001449,C00429,P012,Essential Bag 12,1,16.85,16.85,2025-10-08
T001450,C00278,P016,Modern Serum 16,1,41.63,41.63,2025-12-13
T001451,C00298,P016,Modern Serum 16,1,40.74,40.74,2025-03-14
T001452,C00620,P007,Calm Cream 07,1,54.64,54.64,2025-09-23
T001453,C00169,P016,Modern Serum 16,2,40.27,80.54,2025-03-11
T001454,C00482,P002,Pure Band 02,3,27.43,82.29,2025-03-18
T001455,C00097,P017,Daily Lamp 17,1,42.95,42.95,2025-12-22
T001456,C00069,P011,Urban Bottle 11,1,37.96,37.96,2025-03-22
T001457,C00282,P009,Daily Lamp 09,3,21.95,65.85,2025-04-09
T001458,C00640,P024,Modern Serum 24,3,69.86,209.58,2025-07-08
T001459,C00080,P018,Pure Band 18,1,75.17,75.17,2025-04-14
T001460,C00105,P004,Essential Bag 04,1,19.34,19.34,2025-10-16
T001461,C00791,P026,Pure Band 26,1,83.92,83.92,2025-10-22
T001462,C00685,P028,Essential Bag 28,1,82.82,82.82,2025-11-12
T001463,C00094,P028,Essential Bag 28,1,81.22,81.22,2025-04-21
T001464,C00332,P003,Urban Bottle 03,3,41.62,124.86,2025-01-01
T001465,C00681,P014,Active Mat 14,1,38.41,38.41,2025-08-06
T001466,C00387,P024,Modern Serum 24,2,70.54,141.08,2025-07-21
T001467,C00544,P003,Urban Bottle 03,1,40.05,40.05,2025-06-12
T001468,C00854,P008,Modern Serum 08,1,28.69,28.69,2025-11-21
T001469,C00808,P007,Calm Cream 07,1,54.7,54.7,2025-12-22
T001470,C00026,P027,Urban Bottle 27,2,54.99,109.98,2025-04-02
T001471,C00219,P019,Urban Bottle 19,2,26.76,53.52,2025-08-06
T001472,C00184,P028,Essential Bag 28,4,81.2,324.8,2025-07-11
T001473,C00006,P018,Pure Band 18,1,69.69,69.69,2025-04-10
T001474,C00944,P001,Daily Lamp 01,1,97.76,97.76,2025-09-15
T001475,C00045,P030,Active Mat 30,2,23.31,46.62,2025-07-23
T001476,C00844,P001,Daily Lamp 01,2,97.93,195.86,2025-10-20
T001477,C00503,P005,Bright Organizer 05,2,84.05,168.1,2025-08-21
T001478,C00040,P011,Urban Bottle 11,1,36.31,36.31,2025-02-23
T001479,C00892,P026,Pure Band 26,1,85.32,85.32,2025-04-01
T001480,C00653,P022,Active Mat 22,1,76.56,76.56,2025-08-16
T001481,C00671,P019,Urban Bottle 19,1,27.27,27.27,2025-04-10
T001482,C00920,P022,Active Mat 22,3,86.59,259.77,2025-06-12
T001483,C00015,P029,Bright Organizer 29,1,82.46,82.46,2025-09-22
T001484,C00198,P026,Pure Band 26,1,90.63,90.63,2025-02-03
T001485,C00046,P008,Modern Serum 08,1,27.84,27.84,2025-08-16
T001486,C00319,P008,Modern Serum 08,1,28.39,28.39,2025-01-02
T001487,C00089,P017,Daily Lamp 17,1,42.29,42.29,2025-12-23
T001488,C00191,P010,Pure Band 10,1,79.18,79.18,2025-02-14
T001489,C00223,P020,Essential Bag 20,1,51.25,51.25,2025-01-06
T001490,C00858,P021,Bright Organizer 21,3,30.81,92.43,2025-06-07
T001491,C00318,P002,Pure Band 02,2,27.41,54.82,2025-03-09
T001492,C00424,P007,Calm Cream 07,1,52.29,52.29,2025-06-11
T001493,C00266,P022,Active Mat 22,1,85.28,85.28,2025-06-01
T001494,C00791,P020,Essential Bag 20,1,56.1,56.1,2025-06-28
T001495,C00973,P026,Pure Band 26,1,96.11,96.11,2025-01-19
T001496,C00445,P011,Urban Bottle 11,2,36.32,72.64,2025-12-26
T001497,C00992,P016,Modern Serum 16,2,38.63,77.26,2025-12-25
T001498,C00265,P007,Calm Cream 07,1,52.96,52.96,2025-04-18
T001499,C00191,P015,Calm Cream 15,1,32.31,32.31,2025-11-20
T001500,C00603,P028,Essential Bag 28,1,83.17,83.17,2025-12-04
T001501,C00163,P013,Bright Organizer 13,1,26.74,26.74,2025-01-05
T001502,C00314,P005,Bright Organizer 05,1,78.93,78.93,2025-07-03
T001503,C00468,P018,Pure Band 18,1,74.39,74.39,2025-11-12
T001504,C00259,P023,Calm Cream 23,1,45.1,45.1,2025-05-05
T001505,C00995,P028,Essential Bag 28,1,75.25,75.25,2025-01-21
T001506,C00432,P013,Bright Organizer 13,1,27.07,27.07,2025-02-25
T001507,C00525,P005,Bright Organizer 05,1,83.85,83.85,2025-03-25
T001508,C00204,P029,Bright Organizer 29,1,91.64,91.64,2025-09-26
T001509,C00994,P003,Urban Bottle 03,2,40.71,81.42,2025-01-28
T001510,C00170,P014,Active Mat 14,1,40.23,40.23,2025-07-22
T001511,C00083,P006,Active Mat 06,2,21.14,42.28,2025-06-07
T001512,C00702,P017,Daily Lamp 17,2,41.4,82.8,2025-03-20
T001513,C00483,P017,Daily Lamp 17,1,42.08,42.08,2025-02-21
T001514,C00852,P014,Active Mat 14,1,36.47,36.47,2025-07-12
T001515,C00782,P028,Essential Bag 28,1,80.68,80.68,2025-06-12
T001516,C00748,P027,Urban Bottle 27,1,59.44,59.44,2025-12-12
T001517,C00759,P029,Bright Organizer 29,1,81.93,81.93,2025-12-09
T001518,C00378,P011,Urban Bottle 11,1,37.81,37.81,2025-05-01
T001519,C00937,P003,Urban Bottle 03,1,40.06,40.06,2025-07-23
T001520,C00446,P003,Urban Bottle 03,1,40.0,40.0,2025-06-04
T001521,C00397,P021,Bright Organizer 21,1,34.52,34.52,2025-06-09
T001522,C00168,P012,Essential Bag 12,1,16.94,16.94,2025-04-02
T001523,C00703,P023,Calm Cream 23,1,45.98,45.98,2025-06-27
T001524,C00327,P004,Essential Bag 04,1,17.83,17.83,2025-03-24
T001525,C00983,P021,Bright Organizer 21,1,34.76,34.76,2025-12-01
T001526,C00119,P019,Urban Bottle 19,2,30.59,61.18,2025-11-21
T001527,C00730,P010,Pure Band 10,1,81.53,81.53,2025-08-31
T001528,C00545,P024,Modern Serum 24,2,68.39,136.78,2025-08-06
T001529,C00605,P008,Modern Serum 08,1,29.09,29.09,2025-12-29
T001530,C00050,P014,Active Mat 14,1,36.74,36.74,2025-08-11
T001531,C00911,P018,Pure Band 18,1,77.45,77.45,2025-01-26
T001532,C00556,P008,Modern Serum 08,1,28.21,28.21,2025-01-13
T001533,C00652,P002,Pure Band 02,1,26.36,26.36,2025-06-02
T001534,C00255,P005,Bright Organizer 05,1,82.33,82.33,2025-07-22
T001535,C00442,P027,Urban Bottle 27,1,59.23,59.23,2025-09-10
T001536,C00583,P014,Active Mat 14,1,40.56,40.56,2025-09-26
T001537,C00832,P027,Urban Bottle 27,1,50.04,50.04,2025-11-23
T001538,C00768,P009,Daily Lamp 09,1,22.59,22.59,2025-11-23
T001539,C00761,P027,Urban Bottle 27,2,58.94,117.88,2025-12-01
T001540,C00585,P008,Modern Serum 08,1,28.35,28.35,2025-04-09
T001541,C00711,P025,Daily Lamp 25,1,92.32,92.32,2025-05-05
T001542,C00282,P023,Calm Cream 23,2,46.03,92.06,2025-08-12
T001543,C00409,P028,Essential Bag 28,1,83.41,83.41,2025-11-06
T001544,C00801,P013,Bright Organizer 13,1,27.27,27.27,2025-01-10
T001545,C00326,P003,Urban Bottle 03,1,39.22,39.22,2025-11-22
T001546,C00295,P023,Calm Cream 23,1,46.5,46.5,2025-11-10
T001547,C00337,P017,Daily Lamp 17,1,42.83,42.83,2025-11-01
T001548,C00355,P025,Daily Lamp 25,1,82.36,82.36,2025-06-13
T001549,C00715,P005,Bright Organizer 05,1,84.87,84.87,2025-09-30
T001550,C00991,P003,Urban Bottle 03,1,34.48,34.48,2025-10-20
T001551,C00379,P009,Daily Lamp 09,2,22.05,44.1,2025-09-29
T001552,C00640,P018,Pure Band 18,1,76.06,76.06,2025-03-21
T001553,C00770,P030,Active Mat 30,1,23.63,23.63,2025-01-12
T001554,C00135,P012,Essential Bag 12,3,16.91,50.73,2025-10-03
T001555,C00114,P018,Pure Band 18,1,76.97,76.97,2025-04-19
T001556,C00564,P013,Bright Organizer 13,2,27.1,54.2,2025-07-25
T001557,C00789,P011,Urban Bottle 11,1,34.57,34.57,2025-06-13
T001558,C00326,P016,Modern Serum 16,1,41.28,41.28,2025-11-22
T001559,C00294,P026,Pure Band 26,1,86.38,86.38,2025-08-26
T001560,C00004,P016,Modern Serum 16,1,39.73,39.73,2025-05-28
T001561,C00393,P018,Pure Band 18,1,75.67,75.67,2025-02-20
T001562,C00634,P007,Calm Cream 07,1,58.51,58.51,2025-01-15
T001563,C00750,P013,Bright Organizer 13,1,26.92,26.92,2025-10-20
T001564,C00484,P021,Bright Organizer 21,3,35.02,105.06,2025-11-17
T001565,C00399,P017,Daily Lamp 17,2,38.24,76.48,2025-12-01
T001566,C00741,P027,Urban Bottle 27,1,53.45,53.45,2025-07-08
T001567,C00136,P009,Daily Lamp 09,2,21.73,43.46,2025-06-15
T001568,C00701,P019,Urban Bottle 19,4,28.89,115.56,2025-05-06
T001569,C00657,P003,Urban Bottle 03,1,41.81,41.81,2025-09-14
T001570,C00251,P014,Active Mat 14,3,39.86,119.58,2025-03-23
T001571,C00417,P027,Urban Bottle 27,4,52.9,211.6,2025-12-13
T001572,C00981,P008,Modern Serum 08,2,28.46,56.92,2025-08-02
T001573,C00547,P023,Calm Cream 23,1,43.51,43.51,2025-11-28
T001574,C00849,P025,Daily Lamp 25,2,92.77,185.54,2025-07-23
T001575,C00645,P020,Essential Bag 20,1,55.23,55.23,2025-09-19
T001576,C00777,P026,Pure Band 26,2,94.82,189.64,2025-05-15
T001577,C00673,P010,Pure Band 10,3,75.34,226.02,2025-07-31
T001578,C00338,P020,Essential Bag 20,1,50.01,50.01,2025-02-19
T001579,C00776,P008,Modern Serum 08,1,28.24,28.24,2025-05-06
T001580,C00265,P017,Daily Lamp 17,1,40.26,40.26,2025-12-25
T001581,C00027,P007,Calm Cream 07,1,58.31,58.31,2025-05-28
T001582,C00582,P020,Essential Bag 20,1,54.89,54.89,2025-03-23
T001583,C00132,P005,Bright Organizer 05,1,85.74,85.74,2025-12-22
T001584,C00872,P006,Active Mat 06,1,20.99,20.99,2025-01-15
T001585,C00764,P027,Urban Bottle 27,1,59.96,59.96,2025-09-18
T001586,C00660,P005,Bright Organizer 05,2,82.8,165.6,2025-06-26
T001587,C00664,P005,Bright Organizer 05,1,85.43,85.43,2025-09-06
T001588,C00685,P029,Bright Organizer 29,1,89.83,89.83,2025-01-08
T001589,C00624,P024,Modern Serum 24,2,68.78,137.56,2025-05-23
T001590,C00584,P028,Essential Bag 28,2,75.0,150.0,2025-08-24
T001591,C00920,P007,Calm Cream 07,1,59.47,59.47,2025-09-26
T001592,C00975,P010,Pure Band 10,1,80.27,80.27,2025-02-20
T001593,C00894,P003,Urban Bottle 03,2,41.24,82.48,2025-10-03
T001594,C00263,P025,Daily Lamp 25,1,83.41,83.41,2025-05-06
T001595,C00707,P023,Calm Cream 23,1,38.13,38.13,2025-04-27
T001596,C00094,P023,Calm Cream 23,2,41.42,82.84,2025-05-23
T001597,C00536,P009,Daily Lamp 09,1,22.05,22.05,2025-03-09
T001598,C00476,P003,Urban Bottle 03,2,41.53,83.06,2025-09-02
T001599,C00202,P015,Calm Cream 15,1,31.06,31.06,2025-02-07
T001600,C00221,P018,Pure Band 18,1,77.24,77.24,2025-10-29
T001601,C00738,P027,Urban Bottle 27,2,59.2,118.4,2025-02-27
T001602,C00774,P014,Active Mat 14,1,39.8,39.8,2025-11-11
T001603,C00647,P005,Bright Organizer 05,1,85.65,85.65,2025-09-10
T001604,C00271,P027,Urban Bottle 27,1,58.33,58.33,2025-06-03
T001605,C00641,P014,Active Mat 14,3,36.48,109.44,2025-06-08
T001606,C00915,P030,Active Mat 30,1,23.2,23.2,2025-06-13
T001607,C00690,P009,Daily Lamp 09,3,22.05,66.15,2025-08-10
T001608,C00843,P006,Active Mat 06,2,19.98,39.96,2025-10-03
T001609,C00313,P010,Pure Band 10,1,80.11,80.11,2025-09-14
T001610,C00216,P018,Pure Band 18,1,79.23,79.23,2025-11-09
T001611,C00873,P005,Bright Organizer 05,1,83.21,83.21,2025-03-29
T001612,C00670,P018,Pure Band 18,1,72.4,72.4,2025-08-31
T001613,C00484,P028,Essential Bag 28,2,80.64,161.28,2025-05-15
T001614,C00850,P023,Calm Cream 23,1,45.25,45.25,2025-07-01
T001615,C00006,P024,Modern Serum 24,1,58.92,58.92,2025-08-02
T001616,C00999,P014,Active Mat 14,1,38.17,38.17,2025-03-13
T001617,C00734,P008,Modern Serum 08,2,28.65,57.3,2025-12-05
T001618,C00334,P017,Daily Lamp 17,2,40.15,80.3,2025-07-15
T001619,C00877,P008,Modern Serum 08,1,28.45,28.45,2025-08-14
T001620,C00482,P029,Bright Organizer 29,3,86.3,258.9,2025-10-31
T001621,C00499,P007,Calm Cream 07,4,59.3,237.2,2025-12-28
T001622,C00655,P010,Pure Band 10,1,79.74,79.74,2025-01-29
T001623,C00138,P027,Urban Bottle 27,1,50.5,50.5,2025-08-30
T001624,C00895,P005,Bright Organizer 05,1,81.87,81.87,2025-03-19
T001625,C00336,P018,Pure Band 18,2,76.18,152.36,2025-05-06
T001626,C00707,P001,Daily Lamp 01,2,96.96,193.92,2025-05-30
T001627,C00757,P010,Pure Band 10,2,73.4,146.8,2025-12-31
T001628,C00189,P010,Pure Band 10,1,78.69,78.69,2025-04-20
T001629,C00266,P008,Modern Serum 08,2,28.24,56.48,2025-12-27
T001630,C00438,P012,Essential Bag 12,1,16.86,16.86,2025-07-30
T001631,C00383,P001,Daily Lamp 01,1,97.28,97.28,2025-09-20
T001632,C00810,P017,Daily Lamp 17,1,41.2,41.2,2025-06-17
T001633,C00579,P003,Urban Bottle 03,1,40.33,40.33,2025-02-08
T001634,C00867,P026,Pure Band 26,1,98.13,98.13,2025-09-20
T001635,C00770,P003,Urban Bottle 03,1,38.5,38.5,2025-04-08
T001636,C00667,P010,Pure Band 10,1,79.72,79.72,2025-03-19
T001637,C00758,P025,Daily Lamp 25,1,94.19,94.19,2025-12-21
